adjusted_ci_high,adjusted_ci_low,adjusted_o_difference,claim_eligible,coverage_epsilon,coverage_quantile,distance,inferential_valid,knn_k,mean_o_difference,note,novelty_effective_k,o_ci_high,o_ci_low,pca_centered,pca_cumulative_explained_variance,pca_n_components,pca_variance_threshold,representation_key,status
,,,False,0.015599551165820458,0.9,cosine,False,5,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.8,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.95,cosine,False,5,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.8,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.99,cosine,False,5,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.8,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.9,cosine,False,10,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.8,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.95,cosine,False,10,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.8,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.99,cosine,False,10,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.8,layer_023__masked_mean,ok_descriptive
,,,False,0.013261734235100376,0.9,cosine,False,3,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,3,,,True,1.0,4,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.013326680169502069,0.95,cosine,False,3,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,3,,,True,1.0,4,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.013378636917023425,0.99,cosine,False,3,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,3,,,True,1.0,4,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.9,cosine,False,5,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.95,cosine,False,5,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.99,cosine,False,5,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.9,cosine,False,10,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.95,cosine,False,10,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.99,cosine,False,10,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.013261734235100376,0.9,cosine,False,3,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,3,,,False,0.9059304836459652,1,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.013326680169502069,0.95,cosine,False,3,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,3,,,False,0.9059304836459652,1,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.013378636917023425,0.99,cosine,False,3,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,3,,,False,0.9059304836459652,1,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.9,cosine,False,5,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.95,cosine,False,5,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.99,cosine,False,5,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.9,cosine,False,10,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.95,cosine,False,10,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.99,cosine,False,10,0.0764158257812675,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.9059304836459652,1,0.9,layer_023__masked_mean,ok_descriptive
,,,False,0.013261734235100376,0.9,cosine,False,3,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,3,,,True,1.0,4,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.013326680169502069,0.95,cosine,False,3,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,3,,,True,1.0,4,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.013378636917023425,0.99,cosine,False,3,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,3,,,True,1.0,4,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.9,cosine,False,5,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.95,cosine,False,5,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.99,cosine,False,5,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.9,cosine,False,10,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.95,cosine,False,10,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.99,cosine,False,10,-0.0875851217465117,Prespecified sensitivity only; never replaces the primary analysis.,5,,,True,1.0,4,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.013261734235100376,0.9,cosine,False,3,0.08628913633790916,Prespecified sensitivity only; never replaces the primary analysis.,3,,,False,0.952094820794147,2,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.013326680169502069,0.95,cosine,False,3,0.08628913633790916,Prespecified sensitivity only; never replaces the primary analysis.,3,,,False,0.952094820794147,2,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.013378636917023425,0.99,cosine,False,3,0.08628913633790916,Prespecified sensitivity only; never replaces the primary analysis.,3,,,False,0.952094820794147,2,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.9,cosine,False,5,0.08628913633790916,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.952094820794147,2,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.95,cosine,False,5,0.08628913633790916,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.952094820794147,2,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.99,cosine,False,5,0.08628913633790916,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.952094820794147,2,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.9,cosine,False,10,0.08628913633790916,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.952094820794147,2,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.95,cosine,False,10,0.08628913633790916,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.952094820794147,2,0.95,layer_023__masked_mean,ok_descriptive
,,,False,0.015599551165820458,0.99,cosine,False,10,0.08628913633790916,Prespecified sensitivity only; never replaces the primary analysis.,5,,,False,0.952094820794147,2,0.95,layer_023__masked_mean,ok_descriptive
